instance_path,solution_path,instance_id,status,exact_status,objective,lower_bound,relaxation_gap,gap_type,canonical_objective,direct_exact_objective,direct_root_certificate_status,direct_root_certificate_exact_status,direct_root_lp_bound,direct_root_gap,direct_root_min_reduced_cost,direct_root_universe_column_count,direct_root_integer_matches_lp,direct_root_uses_true_dual_bpc_certificate,incumbent_source,seeded_selection_status,seeded_selection_objective,seeded_selection_state_count,seeded_selection_max_states,makespan_min,covered_task_count,task_count,node_count,time_limit_sec,time_limit_exceeded,timeout_reason,generated_journey_count,generated_sortie_count,route_template_count,pareto_label_count,set_partition_state_count,canonical_dp_max_tasks,restricted_rmp_status,restricted_rmp_pool_type,restricted_rmp_pool_column_count,restricted_rmp_bound,restricted_rmp_min_reduced_cost,restricted_rmp_active_column_count,direct_pricing_status,direct_pricing_best_reduced_cost,direct_pricing_negative_found,direct_pricing_complete_for_all_tasks,direct_pricing_candidate_round_count,direct_pricing_candidate_round_limit,direct_pricing_candidate_task_count,direct_pricing_feasible_sortie_template_count,direct_pricing_cache_hit_count,direct_pricing_cache_miss_count,direct_cg_status,direct_cg_added_column_count,direct_cg_final_bound,direct_cg_integer_objective,direct_cg_round_count,direct_cg_cache_hit_count,direct_cg_cache_miss_count,direct_cg_reused_sortie_attempt_count,preprocess_wall_time_sec,exact_baseline_wall_time_sec,restricted_rmp_wall_time_sec,seeded_selection_wall_time_sec,solver_total_wall_time_sec,wall_time_sec,incomplete_reason
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_011_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_011_logical_graph_solution.json,lunar_ice_005_011_seed679011,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,489.602702,451.612891,0.07759314,analytic_relaxation_not_bpc_certificate,490.118686,489.602702,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,489.602702,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,337.846708,5,5,1,600.0,False,,31,122085,2296,43,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,490.118686,0.0,31,DIRECT_LABEL_PRICED,-0.515984,True,True,1,,5,2296,0,1,DIRECT_CG_ROUND_LIMIT,1,489.602702,489.602702,1,0,1,0,0.000306,5.076818,2.511188,,7.646717,7.662578,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_012_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_012_logical_graph_solution.json,lunar_ice_005_012_seed679012,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,768.367514,701.91846,0.086480822,analytic_relaxation_not_bpc_certificate,770.666281,768.367514,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,768.367514,0.0,-0.0,31,True,False,direct_dp_exact_baseline,,,,,486.151759,5,5,1,600.0,False,,31,122085,1136,53,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,770.666281,-0.0,31,DIRECT_LABEL_PRICED,-2.298767,True,True,1,,5,1136,0,1,DIRECT_CG_ROUND_LIMIT,1,768.367514,768.367514,1,0,1,0,0.000329,4.710795,2.394734,,7.251204,7.356943,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_013_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_013_logical_graph_solution.json,lunar_ice_005_013_seed679013,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,704.684167,614.150129,0.128474631,analytic_relaxation_not_bpc_certificate,708.119505,704.684167,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,704.684167,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,447.391265,5,5,1,600.0,False,,31,122085,1633,87,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,708.119505,0.0,31,DIRECT_LABEL_PRICED,-3.435338,True,True,1,,5,1633,0,1,DIRECT_CG_ROUND_LIMIT,1,704.684167,704.684167,1,0,1,0,0.000296,4.799696,2.304798,,7.142865,7.225099,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_014_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_014_logical_graph_solution.json,lunar_ice_005_014_seed679014,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,566.163238,502.603516,0.112263951,analytic_relaxation_not_bpc_certificate,567.013397,566.163238,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,566.163238,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,420.340147,5,5,1,600.0,False,,31,122085,3015,40,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,567.013397,0.0,31,DIRECT_LABEL_PRICED,-0.850159,True,True,1,,5,3015,0,1,DIRECT_CG_ROUND_LIMIT,1,566.163238,566.163238,1,0,1,0,0.000302,5.817687,2.787235,,8.638868,8.80247,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_015_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_015_logical_graph_solution.json,lunar_ice_005_015_seed679015,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,779.897543,716.298296,0.081548208,analytic_relaxation_not_bpc_certificate,781.885611,779.897543,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,779.897543,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,396.224993,5,5,1,600.0,False,,31,122085,1991,69,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,781.885611,0.0,31,DIRECT_LABEL_PRICED,-1.988068,True,True,1,,5,1991,0,1,DIRECT_CG_ROUND_LIMIT,1,779.897543,779.897543,1,0,1,0,0.00034,4.857503,2.615903,,7.532236,7.573523,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_016_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_016_logical_graph_solution.json,lunar_ice_005_016_seed679016,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,570.375553,529.872522,0.071011162,analytic_relaxation_not_bpc_certificate,572.457386,570.375553,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,570.375553,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,394.022662,5,5,1,600.0,False,,31,122085,2543,58,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,572.457386,0.0,31,DIRECT_LABEL_PRICED,-2.081833,True,True,1,,5,2543,0,1,DIRECT_CG_ROUND_LIMIT,1,570.375553,570.375553,1,0,1,0,0.000341,5.181405,2.2922,,7.491715,7.537592,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_017_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_017_logical_graph_solution.json,lunar_ice_005_017_seed679017,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,674.676529,608.91348,0.09747345,analytic_relaxation_not_bpc_certificate,676.302532,674.676529,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,674.676529,0.0,-0.0,31,True,False,direct_dp_exact_baseline,,,,,409.161822,5,5,1,600.0,False,,31,122085,3791,64,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,676.302532,0.0,31,DIRECT_LABEL_PRICED,-1.626003,True,True,1,,5,3791,0,1,DIRECT_CG_ROUND_LIMIT,1,674.676529,674.676529,1,0,1,0,0.000308,5.497991,2.534581,,8.075578,8.126923,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_018_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_018_logical_graph_solution.json,lunar_ice_005_018_seed679018,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,691.716471,608.613935,0.120139594,analytic_relaxation_not_bpc_certificate,696.170355,691.716471,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,691.716471,0.0,0.0,31,True,False,direct_dp_exact_baseline,,,,,431.872158,5,5,1,600.0,False,,31,122085,957,48,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,696.170355,0.0,31,DIRECT_LABEL_PRICED,-4.453884,True,True,1,,5,957,0,1,DIRECT_CG_ROUND_LIMIT,1,691.716471,691.716471,1,0,1,0,0.00031,5.079819,2.416573,,7.605756,7.742081,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_019_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_019_logical_graph_solution.json,lunar_ice_005_019_seed679019,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,666.701397,587.743023,0.118431391,analytic_relaxation_not_bpc_certificate,667.815999,666.701397,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,666.701397,0.0,-0.0,31,True,False,direct_dp_exact_baseline,,,,,447.71293,5,5,1,600.0,False,,31,122085,2980,66,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,667.815999,0.0,31,DIRECT_LABEL_PRICED,-1.114602,True,True,1,,5,2980,0,1,DIRECT_CG_ROUND_LIMIT,1,666.701397,666.701397,1,0,1,0,0.000327,5.253499,2.520826,,7.817468,7.858525,exact_direct_dp_baseline_not_true_dual_bpc_certificate
/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_005/instance_020_logical_graph.json,/home/kai/work/GAT_BPC_moonTerk/runs/solutions/lunar_ice_005_post_timing_smoke/lunar_ice_005/instance_020_logical_graph_solution.json,lunar_ice_005_020_seed679020,DIRECT_DP_BASELINE_OPTIMAL,EXACT_BASELINE_OPTIMAL,584.298049,507.258894,0.131849071,analytic_relaxation_not_bpc_certificate,584.429976,584.298049,DIRECT_ROOT_FIXED_GRAPH_INTEGER_CERTIFIED,FIXED_GRAPH_INTEGER_OPTIMAL,584.298049,0.0,-0.0,31,True,False,direct_dp_exact_baseline,,,,,395.657175,5,5,1,600.0,False,,31,122085,3231,85,33,10,RESTRICTED_RMP_OPTIMAL,canonical_path_universe,31,584.429976,0.0,31,DIRECT_LABEL_PRICED,-0.487774,True,True,1,,5,3231,0,1,DIRECT_CG_ROUND_LIMIT,2,584.298049,584.298049,1,0,1,0,0.000307,5.575268,1.373972,,6.99262,6.993007,exact_direct_dp_baseline_not_true_dual_bpc_certificate
