stage,matrix_group,instance_path,source_probe_json,scale,instance_id,mode,variant,phase,round,algorithm_status,certificate_scope,underlying_certificate_scope,pricing_state,exact_status,bpc_tree_optimal,b3_objective_diff_vs_b0,manual_rc_fail,pricing_rc_fail,certificate_leak,hidden_negative_count,harvest_selected_count,harvest_candidate_negative_count,harvest_selected_new_task_set_count,harvest_selected_replacement_task_set_count,harvest_best_true_rc,harvest_worst_selected_true_rc,harvest_addability_audit_pass,tail_dual_stabilization_enabled,worker_dual_only,true_dual_rc_recomputed,global_remaining_rc_lb,underlying_global_remaining_rc_lb,frontier_lb_official,frontier_coverage_complete,underlying_frontier_coverage_complete,frontier_unsupported_region_count,underlying_frontier_unsupported_region_count,pending_complete_min_rc,underlying_pending_complete_min_rc,pricing_proof_kind,underlying_pricing_proof_kind,compact_pricing_dual_bound,new_negative_columns_found,negative_column_count,can_certify_no_negative,underlying_can_certify_no_negative,b4_1_certificate_suppressed,diagnostic_claimed_certificate,wall_time,fail_closed_reason
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_003_logical_graph.json,,5,lunar_ice_sp50_005_003_seed679005,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,38,38,,,,,,False,True,True,,,,False,,,,,,,,,14,0,True,,,0,0.261088,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_003_logical_graph.json,,5,lunar_ice_sp50_005_003_seed679005,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,36,36,,,,,,True,True,True,,,,False,,,,,,,,,14,0,True,,,0,0.257362,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_004_logical_graph.json,,5,lunar_ice_sp50_005_004_seed679030,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.28761,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_004_logical_graph.json,,5,lunar_ice_sp50_005_004_seed679030,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.286647,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_004_logical_graph.json,,5,lunar_ice_sp50_005_004_seed679030,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,36,36,,,,,,False,True,True,,,,False,,,,,,,,,14,0,True,,,0,0.26543,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_004_logical_graph.json,,5,lunar_ice_sp50_005_004_seed679030,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,1,35,35,,,,,,True,True,True,,,,False,,,,,,,,,14,0,True,,,0,0.274968,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_005_logical_graph.json,,5,lunar_ice_sp50_005_005_seed679011,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.36166,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_005_logical_graph.json,,5,lunar_ice_sp50_005_005_seed679011,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.359596,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_005_logical_graph.json,,5,lunar_ice_sp50_005_005_seed679011,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,46,46,,,,,,False,True,True,,,,False,,,,,,,,,20,0,True,,,0,0.343665,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_005_logical_graph.json,,5,lunar_ice_sp50_005_005_seed679011,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,2,42,42,,,,,,True,True,True,,,,False,,,,,,,,,20,0,True,,,0,0.313637,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_006_logical_graph.json,,5,lunar_ice_sp50_005_006_seed679032,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.253024,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_006_logical_graph.json,,5,lunar_ice_sp50_005_006_seed679032,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.25733,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_006_logical_graph.json,,5,lunar_ice_sp50_005_006_seed679032,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,36,36,,,,,,False,True,True,,,,False,,,,,,,,,15,0,True,,,0,0.246303,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_006_logical_graph.json,,5,lunar_ice_sp50_005_006_seed679032,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,1,36,36,,,,,,True,True,True,,,,False,,,,,,,,,15,0,True,,,0,0.28602,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_007_logical_graph.json,,5,lunar_ice_sp50_005_007_seed679013,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.417174,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_007_logical_graph.json,,5,lunar_ice_sp50_005_007_seed679013,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.412441,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_007_logical_graph.json,,5,lunar_ice_sp50_005_007_seed679013,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,31,31,,,,,,False,True,True,,,,False,,,,,,,,,12,0,True,,,0,0.393114,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_007_logical_graph.json,,5,lunar_ice_sp50_005_007_seed679013,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,3,31,31,,,,,,True,True,True,,,,False,,,,,,,,,13,0,True,,,0,0.426811,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_008_logical_graph.json,,5,lunar_ice_sp50_005_008_seed679014,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.74604,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_008_logical_graph.json,,5,lunar_ice_sp50_005_008_seed679014,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.726284,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_008_logical_graph.json,,5,lunar_ice_sp50_005_008_seed679014,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,36,36,,,,,,False,True,True,,,,False,,,,,,,,,15,0,True,,,0,0.698894,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_008_logical_graph.json,,5,lunar_ice_sp50_005_008_seed679014,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,1,28,28,,,,,,True,True,True,,,,False,,,,,,,,,15,0,True,,,0,0.709351,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_009_logical_graph.json,,5,lunar_ice_sp50_005_009_seed679015,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.359347,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_009_logical_graph.json,,5,lunar_ice_sp50_005_009_seed679015,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.360537,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_009_logical_graph.json,,5,lunar_ice_sp50_005_009_seed679015,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,39,39,,,,,,False,True,True,,,,False,,,,,,,,,13,0,True,,,0,0.344987,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_009_logical_graph.json,,5,lunar_ice_sp50_005_009_seed679015,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,32,32,,,,,,True,True,True,,,,False,,,,,,,,,13,0,True,,,0,0.338186,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_010_logical_graph.json,,5,lunar_ice_sp50_005_010_seed679016,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.477731,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_010_logical_graph.json,,5,lunar_ice_sp50_005_010_seed679016,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.475731,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_010_logical_graph.json,,5,lunar_ice_sp50_005_010_seed679016,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,36,36,,,,,,False,True,True,,,,False,,,,,,,,,16,0,True,,,0,0.446575,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_010_logical_graph.json,,5,lunar_ice_sp50_005_010_seed679016,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,3,30,30,,,,,,True,True,True,,,,False,,,,,,,,,16,0,True,,,0,0.384879,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_011_logical_graph.json,,5,lunar_ice_sp50_005_011_seed679017,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.435201,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_011_logical_graph.json,,5,lunar_ice_sp50_005_011_seed679017,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.430555,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_011_logical_graph.json,,5,lunar_ice_sp50_005_011_seed679017,stageA_B2B_R2_worker_tail_dual_off,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,0,36,36,,,,,,False,True,True,,,,False,,,,,,,,,14,0,True,,,0,0.417662,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_011_logical_graph.json,,5,lunar_ice_sp50_005_011_seed679017,stageA_B2B_R2_worker_tail_dual_on,,stage_a_solver,,BPC_GAP_AVAILABLE,BPC_NODE_LP_CERTIFIED,,CERTIFIED_NO_NEGATIVE,BPC_NODE_LP_CERTIFIED,False,0.0,0,0,0,1,29,29,,,,,,True,True,True,,,,False,,,,,,,,,14,0,True,,,0,0.480465,B2B_R2_worker_before_final_judge root LP certificate came only from the true-dual final judge after worker-before-final-judge rounds.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_012_logical_graph.json,,5,lunar_ice_sp50_005_012_seed679018,stageA_B3B_accepted_baseline,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.60513,B3 tree is closed by official node LP certificates and an integer incumbent.
A,B4.1 Stage A regression,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_012_logical_graph.json,,5,lunar_ice_sp50_005_012_seed679018,stageA_B4V2_default_final_judge_harvesting,,stage_a_solver,,BPC_OPTIMAL,BPC_TREE_OPTIMAL,,CERTIFIED_NO_NEGATIVE,BPC_TREE_OPTIMAL,True,0.0,0,0,0,0,0,0,,,,,,False,False,False,,,,False,,,,,,,,,,,False,,,0,0.604046,B3 tree is closed by official node LP certificates and an integer incumbent.
