scale,instance_id,node_id,depth,snapshot_kind,node_status,primal_integral,evaluable,enumerated_candidate_count,full_enumeration_completed,violated_candidate_count,selected_candidate_count,unselected_violated_count,max_violation,max_selected_support,source_tree_json
20,lunar_ice_sp50_020_010_seed829010,node_004,2,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_010_seed829010,node_005,3,branch,BRANCHED,False,True,1140,True,3,3,0,0.5,3,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_010_seed829010,node_007,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_010_seed829010,node_008,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_010_seed829010,node_006,3,branch,BRANCHED,False,True,1140,True,4,4,0,0.5,3,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_010_seed829010,node_009,4,branch,PRUNED_BY_BOUND,False,True,1140,True,24,16,8,0.333333332,4,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_010_seed829010,node_010,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_010_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_010/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_011_seed829011,node_000,0,root,INTEGER_INCUMBENT,True,True,16644,True,0,0,0,,0,rows/scale_020/instance_011_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_011/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_000,0,root,BRANCHED,False,True,16644,True,524,16,508,0.5,5,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_001,1,branch,BRANCHED,False,True,1140,True,30,16,14,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_002,1,branch,BRANCHED,False,True,1140,True,24,16,8,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_005,2,branch,BRANCHED,False,True,1140,True,22,16,6,0.333333333,4,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_006,2,branch,BRANCHED,False,True,1140,True,26,16,10,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_003,2,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_004,2,branch,PRUNED_BY_BOUND,False,True,1140,True,14,14,0,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_007,3,branch,PRUNED_BY_BOUND,False,True,1140,True,47,16,31,0.2,6,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_008,3,branch,BRANCHED,False,True,1140,True,33,16,17,0.333333332,4,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_009,3,branch,BRANCHED,False,True,1140,True,5,5,0,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_010,3,branch,PRUNED_BY_BOUND,False,True,1140,True,29,16,13,0.285714287,5,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_011,4,branch,PRUNED_BY_BOUND,False,True,1140,True,20,16,4,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_012,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_013,4,branch,PRUNED_BY_BOUND,False,True,1140,True,25,16,9,0.5,3,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_012_seed829012,node_014,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_012_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_012/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_013_seed829013,node_000,0,root,INTEGER_INCUMBENT,True,True,16644,True,0,0,0,,0,rows/scale_020/instance_013_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_013/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_014_seed829014,node_000,0,root,INTEGER_INCUMBENT,True,True,16644,True,0,0,0,,0,rows/scale_020/instance_014_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_014/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_000,0,root,BRANCHED,False,True,16644,True,1216,16,1200,0.4,8,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_001,1,branch,BRANCHED,False,True,1140,True,30,16,14,0.333333333,4,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_002,1,branch,BRANCHED,False,True,1140,True,92,16,76,0.375,8,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_005,2,branch,BRANCHED,False,True,1140,True,43,16,27,0.4,6,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_006,2,branch,BRANCHED,False,True,1140,True,27,16,11,0.333333333,4,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_007,3,branch,BRANCHED,False,True,1140,True,65,16,49,0.375,7,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_008,3,branch,BRANCHED,False,True,1140,True,31,16,15,0.5,5,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_003,2,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_004,2,branch,PRUNED_BY_BOUND,False,True,1140,True,19,16,3,0.333333333,4,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_009,3,branch,PRUNED_BY_BOUND,False,True,1140,True,54,16,38,0.333333334,6,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_010,3,branch,PRUNED_BY_BOUND,False,True,1140,True,39,16,23,0.285714287,7,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_013,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_014,4,branch,PRUNED_BY_BOUND,False,True,1140,True,9,9,0,0.5,3,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_011,4,branch,PRUNED_BY_BOUND,False,True,1140,True,63,16,47,0.333333333,8,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_015_seed829015,node_012,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_015_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_015/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_000,0,root,BRANCHED,False,True,16644,True,392,16,376,0.5,5,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_001,1,branch,BRANCHED,False,True,1140,True,5,5,0,0.5,3,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_002,1,branch,BRANCHED,False,True,1140,True,24,16,8,0.5,3,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_003,2,branch,BRANCHED,False,True,1140,True,5,5,0,0.5,3,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_004,2,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_007,3,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_008,3,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_005,2,branch,PRUNED_BY_BOUND,False,True,1140,True,9,9,0,0.5,3,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_006,2,branch,BRANCHED,False,True,1140,True,19,16,3,0.5,3,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_009,3,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_010,3,branch,BRANCHED,False,True,1140,True,16,16,0,0.5,3,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_011,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_016_seed829016,node_012,4,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_016_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_016/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_017_seed829017,node_000,0,root,BRANCHED,False,True,16644,True,480,16,464,0.5,4,rows/scale_020/instance_017_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_017/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_017_seed829017,node_001,1,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_017_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_017/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_017_seed829017,node_002,1,branch,PRUNED_BY_BOUND,False,True,1140,True,6,6,0,0.5,3,rows/scale_020/instance_017_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_017/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_018_seed829018,node_000,0,root,INTEGER_INCUMBENT,True,True,16644,True,0,0,0,,0,rows/scale_020/instance_018_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_018/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_000,0,root,BRANCHED,False,True,16644,True,1088,16,1072,0.333333333,4,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_001,1,branch,BRANCHED,False,True,1140,True,24,16,8,0.5,3,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_002,1,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_003,2,branch,BRANCHED,False,True,1140,True,36,16,20,0.5,3,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_005,3,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_006,3,branch,PRUNED_BY_BOUND,False,True,1140,True,12,12,0,0.5,3,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_004,2,branch,BRANCHED,False,True,1140,True,34,16,18,0.5,3,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_007,3,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_019_seed829019,node_008,3,branch,INTEGER_INCUMBENT,True,True,1140,True,0,0,0,,0,rows/scale_020/instance_019_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_019/tree_closure_results/tree_closure_001.json
20,lunar_ice_sp50_020_020_seed829020,node_000,0,root,INTEGER_INCUMBENT,True,True,16644,True,0,0,0,,0,rows/scale_020/instance_020_logical_graph/attempt_001/scale_020/proofs/scale_020/instance_020/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_001_seed929001,node_000,0,root,INTEGER_INCUMBENT,True,True,146566,True,0,0,0,,0,rows/scale_030/instance_001_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_001/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_000,0,root,BRANCHED,False,True,146566,True,2641,16,2625,0.5,8,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_001,1,branch,BRANCHED,False,True,4060,True,18,16,2,0.5,3,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_002,1,branch,BRANCHED,False,True,4060,True,53,16,37,0.5,5,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_003,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_004,2,branch,BRANCHED,False,True,4060,True,22,16,6,0.5,3,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_007,3,branch,PRUNED_BY_BOUND,False,True,4060,True,68,16,52,0.5,3,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_008,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_005,2,branch,PRUNED_BY_BOUND,False,True,4060,True,123,16,107,0.42857143,7,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_002_seed929002,node_006,2,branch,PRUNED_BY_BOUND,False,True,4060,True,50,16,34,0.5,5,rows/scale_030/instance_002_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_002/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_000,0,root,BRANCHED,False,True,146566,True,3577,16,3561,0.4,9,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_001,1,branch,BRANCHED,False,True,4060,True,41,16,25,0.333333332,4,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_002,1,branch,BRANCHED,False,True,4060,True,14,14,0,0.5,3,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_003,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_004,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_005,2,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_006,2,branch,BRANCHED,False,True,4060,True,10,10,0,0.5,3,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_007,3,branch,INTEGER_INCUMBENT,True,True,4060,True,0,0,0,,0,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_003_seed929003,node_008,3,branch,PRUNED_BY_BOUND,False,True,4060,True,14,14,0,0.5,3,rows/scale_030/instance_003_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_003/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_000,0,root,BRANCHED,False,True,146566,True,1210,16,1194,0.5,5,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_001,1,branch,BRANCHED,False,True,4060,True,26,16,10,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_002,1,branch,BRANCHED,False,True,4060,True,29,16,13,0.4,5,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
30,lunar_ice_sp50_030_004_seed929004,node_005,2,branch,BRANCHED,False,True,4060,True,24,16,8,0.5,3,rows/scale_030/instance_004_logical_graph/attempt_001/scale_030/proofs/scale_030/instance_004/tree_closure_results/tree_closure_001.json
