scale,instance_id,instance_path,instance_sha256,attempt_dir,runner_status,algorithm_status,exact,no_cheat,cold_start_total_sec,root_cg_sec,tree_sec,pricing_proof_sec,incumbent_objective,global_lower_bound,objective_closure_match,instance_reference_exact_status,instance_reference_objective,fail_reason,certificate_scope,certificate_leak,pricing_rc_fail,manual_rc_fail,row_budget_exhausted,same_run_checkpoint_resume_used,engine_hash_valid,redlines_zero,returncode
5,instance_011,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_011_logical_graph.json,6859b95190517f37058130de6be2a79e518ca4d9c278efc3fcbca0f0a7996efc,rows/scale_005/instance_011_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.43336,0.119132,0.169395,0.010326,2.087922,2.087922,True,NOT_SOLVED,1466.511138,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_012,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_012_logical_graph.json,b34e1a62b4418a5dd2a84205792d7b91b323a22d28c29fbb85c01a914f5bf5a4,rows/scale_005/instance_012_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.407116,0.087291,0.184434,0.007916,2.195034,2.195034,True,NOT_SOLVED,1459.835952,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_013,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_013_logical_graph.json,3a53214a017aff830b99720d7d281d47148c9cd457998446aa3e4b32d5224e94,rows/scale_005/instance_013_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.404483,0.086379,0.179308,0.010078,2.231707,2.231707,True,NOT_SOLVED,1595.06086,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_014,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_014_logical_graph.json,efc4dbb2f3004bf2d0181c60914154a5a1032f15110a88910fd9c83f23c5250f,rows/scale_005/instance_014_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.402977,0.101812,0.154489,0.010329,2.117254,2.117254,True,NOT_SOLVED,1576.353409,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_015,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_015_logical_graph.json,34d491c3fca0ff888a63efed640a4eb482e23ab64b9d3acb663b4c4531b96941,rows/scale_005/instance_015_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.438152,0.107694,0.192331,0.006364,2.081278,2.081278,True,NOT_SOLVED,1567.809923,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_016_logical_graph.json,59506f246ae65284cf98eabd5ad6866c03b7de9eb52f8d12de78acd2f3130191,rows/scale_005/instance_016_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.412974,0.096132,0.166998,0.010806,2.158522,2.158522,True,NOT_SOLVED,1128.450217,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_017_logical_graph.json,197c30a430a87d9a58c26c6d51b2e99cd1519008e0ca1c8cebc1998fce0945ce,rows/scale_005/instance_017_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.410797,0.106565,0.169896,0.011258,2.219538,2.219538,True,NOT_SOLVED,1298.285357,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_018_logical_graph.json,fa9ee0f595dd2709ab36cfa1d7bb1af2ac452e3081778ed868149ab364d8ee91,rows/scale_005/instance_018_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.391928,0.087658,0.166833,0.010668,1.941902,1.941902,True,NOT_SOLVED,980.462106,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_019_logical_graph.json,bf14f3028660427e3f768704dd1e89e6e54a936fabdb6be946ca2bba04af2de6,rows/scale_005/instance_019_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.377578,0.081736,0.158536,0.009301,2.165365,2.165365,True,NOT_SOLVED,1190.781113,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
5,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_005/instance_020_logical_graph.json,c54d473a69c98b23f1077cca79110d822b41ca975557ffefb80f037ab1f9691b,rows/scale_005/instance_020_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.390468,0.095853,0.155724,0.009646,2.170592,2.170592,True,NOT_SOLVED,1371.933104,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_001_logical_graph.json,e68a67715e39f179b0edf2e97bab4ba393fba143c17a9e9a12a4c71c8ec73945,rows/scale_010/instance_001_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.655835,0.295825,0.196381,0.039241,2.014478,2.014478,True,NOT_SOLVED,2968.153164,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_002,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_002_logical_graph.json,621d300843837ea4200038ac2c75e7c1635d0af016ea3762fe0e2979c0b3e7db,rows/scale_010/instance_002_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.599379,0.233873,0.202079,0.030903,1.825155,1.825155,True,NOT_SOLVED,2546.90586,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_003,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_003_logical_graph.json,284651095e8afb59ecd091bcf1436b4078b6b426f2ad66f5f6f5f478df7c2c46,rows/scale_010/instance_003_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.742805,0.298406,0.277149,0.035556,1.641878,1.641878,True,NOT_SOLVED,2943.604164,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_004,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_004_logical_graph.json,d252e4a6dce9cc0a1f0170c352670af5b77da5b03256e66f5c6192f4d4ef7dcf,rows/scale_010/instance_004_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.695114,0.328428,0.197828,0.035735,1.943638,1.943638,True,NOT_SOLVED,2523.787005,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_005,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_005_logical_graph.json,7521864a1f815bd337ae840ca47b5f66b82365541d953e9a9c6eb428425e86c4,rows/scale_010/instance_005_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1.265936,0.873391,0.227102,0.067974,1.856248,1.856248,True,NOT_SOLVED,2287.738913,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_006,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_006_logical_graph.json,cf38f2c7e566da8ecdcc1add84ecc32e8c0106b97c15c637f4970a430d6a0b31,rows/scale_010/instance_006_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.659377,0.29287,0.195279,0.038214,2.070818,2.070818,True,NOT_SOLVED,2475.136619,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_007,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_007_logical_graph.json,1440bce9de044190073500dc8c116f77d6ff582721aa2f56ec006fa03c32fb68,rows/scale_010/instance_007_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.734109,0.351075,0.214259,0.032446,1.988918,1.988918,True,NOT_SOLVED,2356.136453,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_008,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_008_logical_graph.json,446ddbd1a4de69d24efdbc148ae4194f1acebaebfaf1a2a258a766a1f98318ab,rows/scale_010/instance_008_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.804629,0.429354,0.203891,0.045887,1.82381,1.82381,True,NOT_SOLVED,2508.571608,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_009,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_009_logical_graph.json,c75db2eba9586abee92c5ea7bbbf23982cb6e399e3fe1521a220a536f6b2bdf4,rows/scale_010/instance_009_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.823511,0.432052,0.220628,0.040082,1.83376,1.83376,True,NOT_SOLVED,2605.388947,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_010,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_010_logical_graph.json,89035b25228cc4d783bf9db27589feea5585762237887a189383a362b36d33c1,rows/scale_010/instance_010_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1.101976,0.680813,0.242466,0.045752,1.767861,1.767861,True,NOT_SOLVED,3047.249614,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_011,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_011_logical_graph.json,397fc7c99a6847cdc1222ca2d0635da1c46034bb024a58314b719c07b15a056e,rows/scale_010/instance_011_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1.152212,0.760974,0.222481,0.060289,1.782366,1.782366,True,NOT_SOLVED,2777.432815,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_012,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_012_logical_graph.json,da053cf9ae9c42feaac18ac3489bbe1d299cdc40d021d1731d75e4be13424765,rows/scale_010/instance_012_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.712473,0.333789,0.214086,0.044877,1.999817,1.999817,True,NOT_SOLVED,2726.171483,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_013,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_013_logical_graph.json,3401b0700e4fef4e58bdadab8b6a7d685469f287c1437543241d82b1321a91d5,rows/scale_010/instance_013_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,1.048249,0.645702,0.231343,0.045483,2.01605,2.01605,True,NOT_SOLVED,3280.417532,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_014,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_014_logical_graph.json,5927c3520e88f9cc13bc8a11ee8c09be747987a46792b96aac943d46744e0505,rows/scale_010/instance_014_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.791195,0.364004,0.26082,0.040502,2.088113,2.088113,True,NOT_SOLVED,2953.763445,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_015,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_015_logical_graph.json,5d5f7a769b80d33547ceebb0172533173728ca55f616ff3f478db7d33cf8381e,rows/scale_010/instance_015_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.848466,0.457036,0.219599,0.040661,2.02493,2.02493,True,NOT_SOLVED,2440.319827,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_016_logical_graph.json,24161c3b711baf1f3f0c25ccf8b82e96b85b2c969ef005e630d2d905ee383f2a,rows/scale_010/instance_016_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.723089,0.332312,0.218544,0.032892,1.9484,1.9484,True,NOT_SOLVED,2650.410767,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_017_logical_graph.json,c3812cac268c6c1180d915cb4b3f3c79bbfafb45111d99b04ba6d2443b59e58f,rows/scale_010/instance_017_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.658616,0.296579,0.194808,0.035456,1.859222,1.859222,True,NOT_SOLVED,2460.650105,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_018,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_018_logical_graph.json,b785dfdc92ff104cf2c3ae0903c6bcfd8a5675a670158f16cefa9cf53dc1c671,rows/scale_010/instance_018_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.76439,0.390392,0.210681,0.043651,1.802011,1.802011,True,NOT_SOLVED,2744.073047,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_019,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_019_logical_graph.json,d9b090269a7914aab7a2aa068cf3226444532f35f481055d2437adf9856ca38f,rows/scale_010/instance_019_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.88743,0.28395,0.432377,0.037497,1.856235,1.856235,True,NOT_SOLVED,2739.482867,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
10,instance_020,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_010/instance_020_logical_graph.json,4e9324c17863054e62900186d8889bd460148c13393b0c4d99da962d0ef0000b,rows/scale_010/instance_020_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,0.744404,0.277432,0.297194,0.031743,1.968338,1.968338,True,NOT_SOLVED,2519.085237,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_001,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_001_logical_graph.json,63562f67604a6128d61fb459fee569ba40165712fc575d3a8fbca871056750e3,rows/scale_020/instance_001_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,6.386383,4.613105,1.418854,1.064735,1.581227,1.581227,True,NOT_SOLVED,7485.59254,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_002,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_002_logical_graph.json,b28e3dfda432551a79529e6786b90d06687a9caeb0dca68f4b7767cf39fb522b,rows/scale_020/instance_002_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,4.275036,3.077123,0.863913,0.563084,1.774474,1.774474,True,NOT_SOLVED,6818.392338,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_003,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_003_logical_graph.json,055b017cf32bb205887dc00958ef713a8798890c6b06e953b2c4e4a87a82709e,rows/scale_020/instance_003_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,21.340819,10.040699,10.951747,1.372025,1.581185,1.581185,True,NOT_SOLVED,8174.47889,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_004,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_004_logical_graph.json,38f5de6a1ed04e0f21a15a452e8b143932ef1427f087c68182d2c49bca915b3a,rows/scale_020/instance_004_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,18.523867,7.296705,10.923731,1.245199,1.66182,1.66182,True,NOT_SOLVED,6366.843197,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_005,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_005_logical_graph.json,8b204ae86551872f7404bc40eabacac2f2f175fec54c37438203cd8c64f2b0c1,rows/scale_020/instance_005_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,14.147926,10.574228,3.229658,2.883385,1.611249,1.611249,True,NOT_SOLVED,6320.474944,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_006,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_006_logical_graph.json,23082590e610955875ac80b12dbafcc06c51ebd08d5f3e88086d80870ddaa4eb,rows/scale_020/instance_006_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,5.959692,4.39809,1.229411,0.943607,1.663893,1.663893,True,NOT_SOLVED,7900.381402,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_007,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_007_logical_graph.json,990e6d0a292062d26b05506e4637686f3e1b5d24845631dcedd895ba62b6bef2,rows/scale_020/instance_007_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,7.431781,5.794225,1.274414,0.934306,1.839652,1.839652,True,NOT_SOLVED,7705.167547,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_008,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_008_logical_graph.json,878ea9cde3a3e1ad373e814282dbfa7a8fb7af69150ce7b91b35ed6eeb437596,rows/scale_020/instance_008_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,18.258732,14.705644,3.186275,2.819394,1.632942,1.632942,True,NOT_SOLVED,6539.089007,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_009,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_009_logical_graph.json,17fe47eee3dff509a6cf50ef6d07852438bfe488107a71a8dc70be2ce9c9143b,rows/scale_020/instance_009_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,17.251374,8.284124,8.61954,1.258282,1.893717,1.893717,True,NOT_SOLVED,6962.879096,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_010,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_010_logical_graph.json,9712d86cd1e7404f6bebb4ddb0157531041c50be6b7bb0f4c49e76e9e1d21731,rows/scale_020/instance_010_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,83.860068,12.17453,71.324437,2.876103,1.63639,1.63639,True,NOT_SOLVED,6834.067656,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_011,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_011_logical_graph.json,9055df1b71bcee1a1d8a3846ee185e7a76bdfb6b34858888244259a151896901,rows/scale_020/instance_011_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,37.391028,32.148184,4.88491,4.579395,1.529607,1.529607,True,NOT_SOLVED,6668.273667,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_012,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_012_logical_graph.json,46159bb440dc3b00823b92501255c23df78ebf20013791a54ae744c9fdde16f2,rows/scale_020/instance_012_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,129.71872,24.431931,104.912581,3.702401,1.558215,1.558215,True,NOT_SOLVED,6041.49816,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_013,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_013_logical_graph.json,4fe07cbb443fc554e4e802c4a48cd0a843f948943dee8c4e5a7d185cfaa75ae3,rows/scale_020/instance_013_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,23.248268,19.721461,3.148463,2.774071,1.587061,1.587061,True,NOT_SOLVED,6416.739076,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_014,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_014_logical_graph.json,acad636ee9c85f17ab38beb42dd6f82b99673b6ef1700b326f7af1ae15dcde68,rows/scale_020/instance_014_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,14.942673,11.939638,2.578618,2.097028,1.664084,1.664084,True,NOT_SOLVED,6460.173156,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_015,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_015_logical_graph.json,ed13c96e782042dcefb0ee8760537b77238af7cf96c11f6517c95690d2f01219,rows/scale_020/instance_015_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,86.114432,8.860437,76.875724,2.204141,1.599074,1.599074,True,NOT_SOLVED,7550.115007,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_016,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_016_logical_graph.json,a309c73d68b24d77816f4dff79a6bb6cbca071a295a0eb4e87e9e848562cca4e,rows/scale_020/instance_016_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,57.087147,7.297593,49.422724,1.404149,1.633365,1.633365,True,NOT_SOLVED,6883.33886,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
20,instance_017,/home/kai/work/GAT_BPC_moonTerk/data/instances/lunar_ice_sp50_020/instance_017_logical_graph.json,96cdff648879e6f8e8b4cf2d814c0bb0dcb43d0beab7a2109368b3caf22db117,rows/scale_020/instance_017_logical_graph/attempt_001,EXACT_CLOSED,BPC_OPTIMAL,True,True,48.893256,19.549905,28.978164,3.077712,1.573675,1.573675,True,NOT_SOLVED,6217.669605,,BPC_TREE_OPTIMAL,0,0,0,False,False,True,True,0
