matrix_group,scale,instance_id,mode,algorithm_status,certificate_scope,pricing_state,uses_true_dual_bpc_certificate,BPC_TREE_OPTIMAL_count,BPC_NODE_LP_CERTIFIED_count,b3_algorithm_status,b3_certificate_scope,b3_root_lp_bound,b4_root_lp_bound,root_no_cut_lp_bound,incumbent_objective,objective_diff_vs_B3,certificate_scope_diff_vs_B3,cut_probe_status,cut_candidate_count,cut_violated_count,max_violation,mean_violation,violated_subset_size_histogram,cut_kind,cut_key,rhs,sense,coefficient_dependency,coefficient_vector_hash,pricing_supported,completion_bound_supported,dominance_compatible,would_bind_on_current_rmp,would_change_dual_support,affected_column_count,active_support_overlap,diagnostic_round_status,diagnostic_selected_cut_count,diagnostic_cut_rmp_bound_delta,diagnostic_cut_rmp_status,diagnostic_lower_bound_official,diagnostic_can_certify,restricted_pool_diagnostic_status,restricted_pool_evaluation_scope,restricted_pool_seed_column_count,restricted_pool_root_rmp_status,restricted_pool_root_bound,restricted_pool_can_certify,live_subset_rows,cut_rows_active,cut_added_count,cut_dual_nonzero_count,manual_rc_with_cuts_matches_pricing_rc,manual_rc_cut_consistency_pass,cut_dual_sign_audit_pass,cut_dominance_valid,cut_pricing_supported_count,cut_completion_bound_fail_closed_count,completion_bound_pruning_enabled,fleet_lower_bound_live_enabled,lp_bound_delta,root_gap_delta,cut_effective_claim,objective_mismatch,certificate_scope_regression,direct_dp_certificate_leak,manual_rc_with_cuts_fail,pricing_rc_with_cuts_fail,cut_coefficient_audit_fail,cut_dual_sign_audit_fail,cut_dominance_compatibility_fail,fleet_lower_bound_live_enabled_without_proof,completion_bound_unsafe_with_cuts,restricted_pricing_claimed_no_negative,positive_incumbent_rc_claimed_certificate,wall_time,fail_closed_reason,attempted_exception_type,attempted_max_direct_tasks,rmp_memory_precheck_failed,rmp_memory_precheck_stage,rmp_memory_precheck_reason,rmp_memory_precheck_estimated_column_count,rmp_memory_precheck_estimated_tableau_cells,rmp_memory_precheck_cell_limit
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_011_seed679017,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.087922,2.087922,2.087922,2.087922,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.455035,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_012_seed679018,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.195034,2.195034,2.195034,2.195034,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.645155,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_013_seed679019,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.231707,2.231707,2.231707,2.231707,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3674,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_014_seed679020,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.117254,2.117254,2.117254,2.117254,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.488432,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_015_seed679021,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.081278,2.081278,2.081278,2.081278,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.324426,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_016_seed679062,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.158522,2.158522,2.158522,2.158522,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.204639,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_017_seed679123,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.219538,2.219538,2.219538,2.219538,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.428724,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_018_seed679064,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.941902,1.941902,1.941902,1.941902,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.409761,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_019_seed679025,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.165365,2.165365,2.165365,2.165365,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.330621,,,5,False,,,,,
5-scale full B4A diagnostic,5,lunar_ice_sp50_005_020_seed679026,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.170592,2.170592,2.170592,2.170592,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,e0ce81baf2593d09f6c9db650ab1131dc70206e7b99d2f9081bc1f4800c3e997,True,False,True,True,False,1,1.0,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0.323105,,,5,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_001_seed729001,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.014478,2.014478,2.014478,2.014478,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,97a02f921e173026440845d5b41ce9b7b56386deecd1101acbf69ace004766d7,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.778267,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_002_seed729002,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.825155,1.825155,1.825155,1.825155,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,80701d0d0c13842589666e9c74771e262a06c7bad14c93c29f2728331c7fcb8f,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.044582,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_003_seed729023,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.634203,1.634203,1.634203,1.641878,0.0,,CUT_PROBE_READY,11,4,0.5,0.2,"{""3"": 4}",subset_row,sri_probe_ice_site_001_ice_site_006_ice_site_010,1.0,<=,task_set,a1c4944e75ba3a04081b1f96a4e7c1db25ab8d3b34cd3bd02e2f43dc1bab0ca5,True,False,True,True,True,3,0.75,RESTRICTED_CUT_SEPARATION_EVALUATED,3,0.007675,RESTRICTED_RMP_OPTIMAL,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.64266,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_004_seed729004,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.943638,1.943638,1.943638,1.943638,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,6d6801a00fddf6d95588b45dd0a34063ba4e0bd5a7c3581989f39c83d07796dc,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.795554,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_005_seed729045,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.856248,1.856248,1.856248,1.856248,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,05f73ef1c4e08e972716350cb0b6b0cef191516e607648fea128687469f8588a,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,5.839219,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_006_seed729086,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,2.070818,2.070818,2.070818,2.070818,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,920620afcb89ddf92a29c000693d8d150c6fae954579e363e7247683c15d3290,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.996159,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_007_seed729007,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.988918,1.988918,1.988918,1.988918,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,c921a96e74ef7aa7a0370b80edb6a4ec635fd4c94637848c704008a581b5e1dc,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,1.894954,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_008_seed729068,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.82381,1.82381,1.82381,1.82381,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,7f180e30f7eef470d96e8200143504d667fe75a26783b1789c19cb5407a2a75d,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,2.063675,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_009_seed729069,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.83376,1.83376,1.83376,1.83376,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,9db95abc075325baa8490f804281e5baa684ea4574c9b369aedba6fe01c2feec,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,2.022982,,,10,False,,,,,
10-scale full B4A diagnostic,10,lunar_ice_sp50_010_010_seed729010,B4A_cut_diagnostic_only,BPC_OPTIMAL,BPC_TREE_OPTIMAL,CERTIFIED_NO_NEGATIVE,True,1,1,BPC_OPTIMAL,BPC_TREE_OPTIMAL,1.767861,1.767861,1.767861,1.767861,0.0,,CUT_PROBE_READY,11,0,0.0,0.0,{},subset_row,sri_probe_ice_site_001_ice_site_002_ice_site_003,1.0,<=,task_set,349e906471a8aacb16bd466201dcc73d1a5d9c599b80883034b158da4527a814,True,False,True,True,False,1,0.5,NO_CUT_ROW_ADDED,0,,NOT_RUN,False,False,,,,,,False,False,False,0,0,,,,True,0,0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,4.103553,,,10,False,,,,,
